序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
506767,="11:57:26.036",0x222378F,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 13 00 00 00 00 00 00 EC 
506768,="11:57:26.036",0x2223797,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506769,="11:57:26.036",0x22237AB,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506770,="11:57:26.036",0x22237BF,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 03 
506771,="11:57:26.036",0x22237D3,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506772,="11:57:26.036",0x22237E8,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
506773,="11:57:26.036",0x2223837,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506774,="11:57:26.036",0x222384B,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 20 
506775,="11:57:26.036",0x222385F,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506776,="11:57:26.036",0x2223873,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506777,="11:57:26.036",0x2223887,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 04 
506778,="11:57:26.036",0x222389A,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506779,="11:57:26.036",0x22238AF,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
506780,="11:57:26.036",0x22238FE,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506781,="11:57:26.036",0x2223912,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 21 
506782,="11:57:26.036",0x2223926,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506783,="11:57:26.036",0x222393A,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506784,="11:57:26.036",0x222394E,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 05 
506785,="11:57:26.036",0x2223962,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506786,="11:57:26.036",0x222396F,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
506787,="11:57:26.036",0x2223975,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
506788,="11:57:26.036",0x222397A,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 21 
506789,="11:57:26.036",0x2223980,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506790,="11:57:26.036",0x2223986,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 05 00 00 FF FF FF FF FA 
506791,="11:57:26.036",0x222398B,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 0D 44 45 45 44 45 45 F2 
506792,="11:57:26.036",0x22239C6,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506793,="11:57:26.036",0x22239DA,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 22 
506794,="11:57:26.036",0x22239EE,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506795,="11:57:26.036",0x2223A02,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506796,="11:57:26.036",0x2223A16,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 06 
506797,="11:57:26.036",0x2223A2A,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506798,="11:57:26.036",0x2223A3E,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 68 33 4F 80 
506799,="11:57:26.036",0x2223A8E,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506800,="11:57:26.036",0x2223AA2,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 23 
506801,="11:57:26.036",0x2223AB6,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4E 80 28 00 28 00 
506802,="11:57:26.036",0x2223ACA,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506803,="11:57:26.036",0x2223ADE,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 07 
506804,="11:57:26.036",0x2223AF2,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506805,="11:57:26.036",0x2223AFB,ch1,接收,0x0C19A7A1,数据帧,扩展帧,0x08,x| 02 00 00 00 00 00 00 00 
506806,="11:57:26.036",0x2223B06,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
506807,="11:57:26.036",0x2223B56,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506808,="11:57:26.036",0x2223B6A,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 24 
506809,="11:57:26.036",0x2223B6F,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
506810,="11:57:26.036",0x2223B75,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 3D 24 15 24 15 26 15 C2 
506811,="11:57:26.036",0x2223B7A,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 19 00 00 00 00 00 00 E6 
506812,="11:57:26.036",0x2223B80,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4E 80 28 00 28 00 
506813,="11:57:26.036",0x2223B86,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 06 00 00 FF FF FF FF F9 
506814,="11:57:26.036",0x2223B8C,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506815,="11:57:26.036",0x2223B91,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 2B 15 24 22 0D 2E FE 
506816,="11:57:26.036",0x2223B97,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506817,="11:57:26.036",0x2223B9C,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 13 10 CA 14 FC 
506818,="11:57:26.036",0x2223BA2,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 47 09 02 00 00 00 FD 
506819,="11:57:26.036",0x2223BA7,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 08 
506820,="11:57:26.036",0x2223BAD,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 01 00 FF FF 60 25 FB 
506821,="11:57:26.036",0x2223BB3,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
506822,="11:57:26.036",0x2223BB9,ch1,接收,0x1807E5F4,数据帧,扩展帧,0x08,x| 0D B0 00 C8 01 FF FF FF 
506823,="11:57:26.036",0x2223BBE,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506824,="11:57:26.036",0x2223BC4,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 44 F9 
506825,="11:57:26.036",0x2223BC9,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
506826,="11:57:26.036",0x2223BCF,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
506827,="11:57:26.036",0x2223BD5,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
506828,="11:57:26.036",0x2223BDA,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| F0 F7 FF FF FF FF FF D2 
506829,="11:57:26.036",0x2223BE0,ch1,接收,0x18FF90D2,数据帧,扩展帧,0x08,x| A5 FF FF FF CF FF FF D2 
506830,="11:57:26.036",0x2223BE6,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
506831,="11:57:26.036",0x2223C1D,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506832,="11:57:26.036",0x2223C31,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 25 
506833,="11:57:26.036",0x2223C45,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4E 80 28 00 28 00 
506834,="11:57:26.036",0x2223C59,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506835,="11:57:26.036",0x2223C6D,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 09 
506836,="11:57:26.036",0x2223C81,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506837,="11:57:26.036",0x2223C96,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
506838,="11:57:26.036",0x2223CE5,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506839,="11:57:26.036",0x2223CF9,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 26 
506840,="11:57:26.036",0x2223D0D,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4E 80 28 00 28 00 
506841,="11:57:26.036",0x2223D21,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506842,="11:57:26.036",0x2223D35,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 0A 
506843,="11:57:26.036",0x2223D49,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506844,="11:57:26.036",0x2223D5B,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
506845,="11:57:26.036",0x2223D60,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 26 
506846,="11:57:26.036",0x2223D66,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
506847,="11:57:26.036",0x2223D6B,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 13 47 45 44 44 45 44 EC 
506848,="11:57:26.036",0x2223D71,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506849,="11:57:26.036",0x2223D77,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 07 00 00 FF FF FF FF F8 
506850,="11:57:26.036",0x2223D7C,ch1,接收,0x180128F3,数据帧,扩展帧,0x08,x| 53 5A 28 46 5A 28 FF FF 
506851,="11:57:26.036",0x2223DAD,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506852,="11:57:26.036",0x2223DC1,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 27 
506853,="11:57:26.036",0x2223DD5,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4E 80 28 00 28 00 
506854,="11:57:26.036",0x2223DE9,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506855,="11:57:26.036",0x2223DFD,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 0B 
506856,="11:57:26.036",0x2223E11,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506857,="11:57:26.036",0x2223E25,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 68 33 4E 80 
506858,="11:57:26.036",0x2223E75,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506859,="11:57:26.036",0x2223E89,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 28 
506860,="11:57:26.036",0x2223E9D,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506861,="11:57:26.036",0x2223EB1,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506862,="11:57:26.036",0x2223EC5,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 0C 
506863,="11:57:26.036",0x2223ED8,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506864,="11:57:26.036",0x2223EE4,ch1,接收,0x0C19A7A1,数据帧,扩展帧,0x08,x| 02 00 00 00 00 00 00 00 
506865,="11:57:26.036",0x2223EED,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
506866,="11:57:26.036",0x2223F3C,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506867,="11:57:26.036",0x2223F4E,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
506868,="11:57:26.036",0x2223F53,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 29 
506869,="11:57:26.036",0x2223F59,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 40 29 15 28 15 26 15 BF 
506870,="11:57:26.036",0x2223F5E,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 08 00 00 FF FF FF FF F7 
506871,="11:57:26.036",0x2223F64,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 1F 00 00 00 00 00 00 E0 
506872,="11:57:26.036",0x2223F6A,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506873,="11:57:26.036",0x2223F78,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506874,="11:57:26.036",0x2223F8C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 0D 
506875,="11:57:26.036",0x2223FA0,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506876,="11:57:26.036",0x2223FB5,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
506877,="11:57:26.036",0x2224004,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506878,="11:57:26.036",0x2224018,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 2A 
506879,="11:57:26.036",0x222402C,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506880,="11:57:26.036",0x2224040,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506881,="11:57:26.036",0x2224054,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 0E 
506882,="11:57:26.036",0x2224068,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506883,="11:57:26.036",0x222407D,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
506884,="11:57:26.036",0x22240CC,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506885,="11:57:26.036",0x22240E0,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 2B 
506886,="11:57:26.036",0x22240F4,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506887,="11:57:26.036",0x2224108,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506888,="11:57:26.036",0x222411C,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 0F 
506889,="11:57:26.036",0x2224130,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506890,="11:57:26.036",0x2224145,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 2B 
506891,="11:57:26.036",0x2224152,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
506892,="11:57:26.036",0x222415D,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
506893,="11:57:26.036",0x2224162,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 19 44 44 44 44 44 45 E6 
506894,="11:57:26.036",0x222416A,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506895,="11:57:26.036",0x222416F,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 09 00 00 FF FF FF FF F6 
506896,="11:57:26.036",0x2224194,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506897,="11:57:26.036",0x22241A8,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 2C 
506898,="11:57:26.036",0x22241BC,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506899,="11:57:26.036",0x22241D0,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506900,="11:57:26.036",0x22241E4,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 10 
506901,="11:57:26.036",0x22241F7,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506902,="11:57:26.036",0x222420C,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 6D 33 4F 80 
506903,="11:57:26.036",0x222425B,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506904,="11:57:26.036",0x222426F,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 2D 
506905,="11:57:26.036",0x2224284,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506906,="11:57:26.036",0x2224297,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506907,="11:57:26.036",0x22242AB,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 11 
506908,="11:57:26.036",0x22242BF,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506909,="11:57:26.036",0x22242C7,ch1,接收,0x0C19A7A1,数据帧,扩展帧,0x08,x| 02 00 00 00 00 00 00 00 
506910,="11:57:26.036",0x22242D4,ch1,接收,0x0C07A1A7,数据帧,扩展帧,0x08,x| A5 12 A5 12 AA 00 00 00 
506911,="11:57:26.036",0x2224323,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506912,="11:57:26.036",0x2224337,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 2E 
506913,="11:57:26.036",0x222433D,ch1,接收,0x18FF97D2,数据帧,扩展帧,0x08,x| 43 24 15 28 15 26 15 BC 
506914,="11:57:26.036",0x2224342,ch1,接收,0x18FF99D2,数据帧,扩展帧,0x08,x| 25 00 00 00 00 00 00 DA 
506915,="11:57:26.036",0x2224348,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0A 00 00 FF FF FF FF F5 
506916,="11:57:26.036",0x222434E,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506917,="11:57:26.036",0x2224353,ch1,接收,0x1818D0F3,数据帧,扩展帧,0x08,x| 6C 33 10 27 C1 00 00 02 
506918,="11:57:26.036",0x222435F,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506919,="11:57:26.036",0x2224373,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 12 
506920,="11:57:26.036",0x2224387,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506921,="11:57:26.036",0x222439C,ch1,接收,0x18EF3010,数据帧,扩展帧,0x08,x| 78 00 00 00 00 00 00 00 
506922,="11:57:26.036",0x22243EB,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506923,="11:57:26.036",0x22243FF,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 2F 
506924,="11:57:26.036",0x2224413,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506925,="11:57:26.036",0x2224427,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506926,="11:57:26.036",0x222443B,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 13 
506927,="11:57:26.036",0x222444F,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506928,="11:57:26.036",0x2224464,ch1,接收,0x180190A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 00 
506929,="11:57:26.036",0x22244B3,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506930,="11:57:26.036",0x22244C7,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 30 
506931,="11:57:26.036",0x22244DB,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506932,="11:57:26.036",0x22244EF,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506933,="11:57:26.036",0x2224503,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 14 
506934,="11:57:26.036",0x2224516,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506935,="11:57:26.036",0x222452B,ch1,接收,0x0C01F4A7,数据帧,扩展帧,0x08,x| 00 00 00 00 00 00 00 30 
506936,="11:57:26.036",0x2224537,ch1,接收,0x1819D0F3,数据帧,扩展帧,0x08,x| 00 2D 20 35 00 59 28 47 
506937,="11:57:26.036",0x222453C,ch1,接收,0x18FF98D2,数据帧,扩展帧,0x08,x| 1F 45 44 45 44 45 44 E0 
506938,="11:57:26.036",0x2224542,ch1,接收,0x181AD0F3,数据帧,扩展帧,0x08,x| 01 00 FF FF 5A 28 58 28 
506939,="11:57:26.036",0x2224548,ch1,接收,0x18FF9CD2,数据帧,扩展帧,0x08,x| 0B 00 00 FF FF FF FF F4 
506940,="11:57:26.036",0x222454D,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506941,="11:57:26.036",0x2224553,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 00 00 7D 5C 0C C1 00 FF 
506942,="11:57:26.036",0x2224559,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 01 2B 15 24 22 0D 2E FE 
506943,="11:57:26.036",0x222455F,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 02 47 09 02 00 00 00 FD 
506944,="11:57:26.036",0x2224564,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 04 01 00 FF FF 60 25 FB 
506945,="11:57:26.036",0x222456A,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 05 23 07 06 05 40 01 FA 
506946,="11:57:26.036",0x222456F,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 06 0B 23 28 1E 3C 44 F9 
506947,="11:57:26.036",0x2224575,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 07 1D 01 00 00 F4 01 F8 
506948,="11:57:26.036",0x222457A,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 08 01 01 B0 0A 10 0E F7 
506949,="11:57:26.036",0x2224580,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 02 00 4E 4D 
506950,="11:57:26.036",0x2224586,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 09 FA 00 00 00 00 00 F6 
506951,="11:57:26.036",0x222458B,ch1,接收,0x18FF9AD2,数据帧,扩展帧,0x08,x| 03 03 02 13 10 CA 14 FC 
506952,="11:57:26.036",0x2224591,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 31 
506953,="11:57:26.036",0x22245A2,ch1,接收,0x0C05A1A7,数据帧,扩展帧,0x08,x| 09 10 4F 80 28 00 28 00 
506954,="11:57:26.036",0x22245B7,ch1,接收,0x0C06A1A7,数据帧,扩展帧,0x08,x| 13 08 00 00 00 00 00 00 
506955,="11:57:26.036",0x22245CA,ch1,接收,0x0C01A2A7,数据帧,扩展帧,0x08,x| 00 7D 81 00 7D 82 00 15 
506956,="11:57:26.036",0x22245DE,ch1,接收,0x0C02A2A7,数据帧,扩展帧,0x08,x| 72 33 00 7D 55 AA AA 00 
506957,="11:57:26.036",0x22245F3,ch1,接收,0x0C08A79A,数据帧,扩展帧,0x08,x| 9D 27 5A 27 68 33 4F 80 
506958,="11:57:26.036",0x2224642,ch1,接收,0x0C03A1A7,数据帧,扩展帧,0x08,x| 72 33 FC 26 00 00 4E 4D 
506959,="11:57:26.036",0x2224656,ch1,接收,0x0C04A1A7,数据帧,扩展帧,0x08,x| 83 03 5C 00 00 02 00 32 
